#       RA           DEC
      258.069      74.9358
      254.436      77.9754
      244.351      81.7992
      227.344      84.2120
      194.457      85.4523
      158.501      84.6322
      138.442      82.3919
      128.744      79.6146
      123.686      76.6333
      120.874      73.5614
      119.283      70.4447
      118.423      67.3049
      118.037      64.1539
      117.976      60.9990
      118.150      57.8453
      118.503      54.6964
      118.997      51.5553
      119.606      48.4247
      120.313      45.3069
      121.105      42.2042
      121.974      39.1188
      122.915      36.0531
      123.923      33.0094
      124.997      29.9901
      126.135      26.9979
      127.338      24.0355
      128.607      21.1060
      129.943      18.2126
      131.349      15.3589
      132.826      12.5486
      134.379      9.78581
      136.011      7.07514
      137.727      4.42143
      141.933      2.32838
      143.838    -0.144951
      145.843     -2.53848
      147.952     -4.84506
      150.167     -7.05708
      152.492     -9.16638
      154.929     -11.1644
      157.480     -13.0421
      160.145     -14.7903
      162.923     -16.3994
      165.810     -17.8599
      168.802     -19.1625
      171.892     -20.2979
      175.069     -21.2579
      178.322     -22.0349
      181.637     -22.6224
      184.997     -23.0153
      188.385     -23.2101
      191.782     -23.2052
      195.169     -23.0005
      198.527     -22.5979
      201.839     -22.0010
      205.089     -21.2149
      208.505     -20.1634
      211.583     -19.0063
      214.562     -17.6832
      217.436     -16.2033
      220.199     -14.5760
      222.850     -12.8108
      225.386     -10.9173
      227.809     -8.90471
      230.120     -6.78191
      232.322     -4.55746
      234.417     -2.23942
      236.409     0.164642
      238.302      2.64759
      240.100      5.20291
      241.806      7.82444
      243.425      10.5065
      244.959      13.2440
      246.411      16.0320
      247.784      18.8660
      249.079      21.7419
      250.298      24.6559
      251.441      27.6044
      252.508      30.5840
      253.496      33.5916
      254.403      36.6242
      255.224      39.6787
      255.951      42.7524
      256.574      45.8423
      257.079      48.9455
      257.445      52.0588
      257.644      55.1785
      257.635      58.3004
      257.358      61.4192
      256.726      64.5280
      255.600      67.6164
      253.759      70.6691
      250.828      73.6601
      246.140      76.5425
      238.462      79.2227
      230.191      80.8771
      212.075      82.6496
      186.900      83.2220
      162.929      82.3204
      146.696      80.3504
      136.949      77.8217
      131.075      75.0172
      127.437      72.0689
      125.149      69.0407
      123.725      65.9665
      122.885      62.8657
      122.456      59.7505
      122.332      56.6293
      122.440      53.5079
      122.732      50.3912
      123.176      47.2829
      123.746      44.1865
      124.426      41.1049
      125.204      38.0411
      126.072      34.9979
      127.023      31.9784
      128.053      28.9854
      129.161      26.0220
      130.345      23.0915
      131.605      20.1975
      132.941      17.3435
      134.356      14.5336
      135.852      11.7720
      137.431      9.06361
      139.096      6.41326
      140.851      3.82645
      140.518      3.00249
      142.388     0.487671
      144.355     -1.95140
      146.424     -4.30786
      148.597     -6.57433
      150.879     -8.74294
      153.273     -10.8053
      155.780     -12.7527
      158.403     -14.5758
      161.140     -16.2653
      163.991     -17.8114
      166.950     -19.2047
      170.013     -20.4356
      173.171     -21.4954
      176.413     -22.3758
      179.725     -23.0696
      183.093     -23.5709
      186.500     -23.8753
      189.926     -23.9800
      193.352     -23.8840
      196.760     -23.5882
      200.130     -23.0954
      203.445     -22.4098
      206.690     -21.5373
      207.579     -21.2622
      210.716     -20.1614
      213.755     -18.8915
      216.689     -17.4615
      219.513     -15.8808
      222.224     -14.1591
      224.819     -12.3059
      227.300     -10.3307
      229.667     -8.24258
      231.923     -6.05024
      234.072     -3.76193
      236.116     -1.38543
      238.060      1.07205
      239.907      3.60373
      241.663      6.20338
      243.330      8.86520
      244.913      11.5839
      246.415      14.3544
      247.838      17.1724
      249.186      20.0336
      250.460      22.9341
      251.661      25.8704
      252.789      28.8390
      253.845      31.8370
      254.826      34.8612
      255.729      37.9089
      256.550      40.9774
      257.281      44.0640
      257.912      47.1660
      258.428      50.2808
      258.808      53.4052
      259.024      56.5360
      259.031      59.6692
      258.768      62.7999
      258.137      65.9213
      256.986      69.0235
      255.060      72.0908
      251.908      75.0960
      246.680      77.9864
      238.669      80.4370
      223.514      82.6672
      198.599      83.9068
      169.779      83.5544
      149.065      81.8135
      137.147      79.3457
      130.346      76.5477
      126.309      73.5903
      123.849      70.5493
      122.355      67.4619
      121.491      64.3485
      121.060      61.2214
      120.943      58.0887
      121.062      54.9562
      121.365      51.8282
      121.817      48.7082
      122.393      45.5996
      123.076      42.5050
      123.853      39.4271
      124.716      36.3688
      125.660      33.3326
      126.679      30.3213
      127.771      27.3378
      128.936      24.3850
      130.174      21.4664
      131.484      18.5853
      132.870      15.7453
      134.333      12.9507
      135.875      10.2057
      137.500      7.51511
      139.211      4.88393
      142.919      3.52641
      144.798      1.06160
      146.778     -1.32207
      148.861     -3.61745
      151.051     -5.81680
      153.350     -7.91198
      155.760     -9.89447
      158.283     -11.7553
      160.917     -13.4853
      163.661     -15.0750
      166.512     -16.5151
      169.465     -17.7965
      172.511     -18.9102
      175.642     -19.8482
      178.844     -20.6032
      182.105     -21.1690
      185.408     -21.5409
      188.736     -21.7155
      192.070     -21.6915
      195.394     -21.4689
      198.688     -21.0498
      201.936     -20.4378
      205.122     -19.6380
      207.186     -19.0097
      210.242     -17.9128
      213.204     -16.6474
      216.065     -15.2224
      218.820     -13.6468
      221.465     -11.9301
      223.998     -10.0817
      226.419     -8.11069
      228.729     -6.02610
      230.930     -3.83656
      233.023     -1.55022
      235.013     0.825150
      236.902      3.28233
      238.693      5.81454
      240.390      8.41545
      241.996      11.0792
      243.514      13.8003
      244.945      16.5737
      246.292      19.3948
      247.557      22.2591
      248.738      25.1625
      249.836      28.1013
      250.850      31.0717
      251.776      34.0704
      252.608      37.0939
      253.341      40.1389
      253.965      43.2021
      254.465      46.2801
      254.823      49.3691
      255.012      52.4652
      254.997      55.5636
      254.725      58.6585
      254.121      61.7423
      253.076      64.8049
      251.419      67.8313
      248.885      70.7983
      245.040      73.6675
      239.159      76.3711
      227.110      79.3161
      211.848      81.0176
      191.622      81.7262
      170.940      81.1976
      154.830      79.6199
      144.013      77.3823
      137.017      74.7756
      132.465      71.9622
      129.471      69.0286
      127.502      66.0226
      126.237      62.9723
      125.472      59.8955
      125.078      56.8040
      124.967      53.7063
      125.079      50.6087
      125.373      47.5163
      125.819      44.4334
      126.395      41.3639
      127.086      38.3111
      127.879      35.2786
      128.769      32.2696
      129.747      29.2875
      130.812      26.3356
      131.960      23.4175
      133.191      20.5371
      134.505      17.6982
      135.903      14.9052
      137.386      12.1625
      138.956      9.47515
      140.616      6.84841
      143.359      1.68104
      145.301    -0.748604
      147.345     -3.09426
      149.494     -5.34850
      151.751     -7.50344
      154.119     -9.55071
      156.599     -11.4815
      159.193     -13.2868
      161.898     -14.9572
      164.714     -16.4832
      167.636     -17.8554
      170.657     -19.0647
      173.769     -20.1025
      176.961     -20.9608
      180.221     -21.6329
      183.532     -22.1129
      186.879     -22.3969
      190.243     -22.4822
      193.605     -22.3681
      196.948     -22.0557
      200.253     -21.5476
      203.504     -20.8483
      206.685     -19.9636
      209.393     -19.0467
      212.412     -17.8347
      215.332     -16.4599
      218.146     -14.9315
      220.850     -13.2589
      223.441     -11.4515
      225.920     -9.51878
      228.286     -7.46970
      230.541     -5.31313
      232.688     -3.05736
      234.730    -0.710304
      236.671      1.72062
      238.513      4.22852
      240.261      6.80689
      241.918      9.44981
      243.486      12.1517
      244.970      14.9074
      246.371      17.7122
      247.691      20.5617
      248.931      23.4517
      250.092      26.3785
      251.173      29.3385
      252.172      32.3282
      253.086      35.3444
      253.911      38.3839
      254.639      41.4438
      255.260      44.5208
      255.759      47.6117
      256.118      50.7132
      256.309      53.8213
      256.293      56.9316
      256.014      60.0385
      255.391      63.1347
      254.302      66.2100
      252.552      69.2491
      249.827      72.2275
      245.593      75.1028
      238.918      77.7962
      234.441      78.9768
      221.086      81.0756
      201.197      82.3235
      177.801      82.2930
      158.189      80.9973
      145.100      78.8712
      136.922      76.2982
      131.778      73.4887
      128.484      70.5482
      126.360      67.5316
      125.014      64.4697
      124.207      61.3811
      123.792      58.2777
      123.670      55.1681
      123.777      52.0585
      124.067      48.9536
      124.508      45.8577
      125.079      42.7743
      125.762      39.7066
      126.545      36.6579
      127.422      33.6312
      128.385      30.6296
      129.430      27.6564
      130.557      24.7148
      131.762      21.8084
      133.048      18.9409
      134.413      16.1162
      135.861      13.3387
      137.392      10.6129
      139.011      7.94377
      140.718      5.33672
      143.911      4.74250
      145.762      2.28576
      147.714   -0.0886002
      149.770     -2.37328
      151.934     -4.56057
      154.206     -6.64225
      156.589     -8.60979
      159.082     -10.4543
      161.685     -12.1665
      164.396     -13.7374
      167.211     -15.1576
      170.124     -16.4180
      173.128     -17.5103
      176.212     -18.4264
      179.365     -19.1593
      182.573     -19.7032
      185.820     -20.0536
      189.090     -20.2075
      192.364     -20.1636
      195.626     -19.9221
      198.857     -19.4854
      202.043     -18.8568
      205.167     -18.0418
      208.883     -16.8017
      211.828     -15.5964
      214.676     -14.2285
      217.422     -12.7069
      220.062     -11.0408
      222.592     -9.23944
      225.011     -7.31197
      227.320     -5.26741
      229.520     -3.11444
      231.612    -0.861374
      233.598      1.48390
      235.483      3.91394
      237.267      6.42175
      238.954      9.00080
      240.547      11.6450
      242.048      14.3486
      243.458      17.1063
      244.778      19.9133
      246.010      22.7647
      247.153      25.6563
      248.205      28.5840
      249.163      31.5436
      250.023      34.5315
      250.778      37.5438
      251.420      40.5768
      251.935      43.6265
      252.306      46.6889
      252.510      49.7595
      252.515      52.8331
      252.275      55.9035
      251.729      58.9630
      250.786      62.0014
      249.317      65.0044
      247.124      67.9512
      243.909      70.8098
      239.208      73.5279
      232.320      76.0175
      224.843      77.7031
      211.762      79.3601
      195.007      80.1731
      177.196      79.9340
      161.912      78.7097
      150.621      76.7727
      142.800      74.3884
      137.463      71.7342
      133.815      68.9153
      131.321      65.9935
      129.637      63.0065
      128.536      59.9780
      127.869      56.9243
      127.535      53.8565
      127.464      50.7832
      127.606      47.7111
      127.924      44.6454
      128.394      41.5910
      128.995      38.5520
      129.714      35.5324
      130.540      32.5359
      131.466      29.5664
      132.487      26.6277
      133.599      23.7237
      134.801      20.8584
      136.092      18.0361
      137.473      15.2615
      138.943      12.5392
      140.505      9.87462
      142.160      7.27322
      144.334      2.89203
      146.250     0.471313
      148.267     -1.86407
      150.391     -4.10667
      152.622     -6.24852
      154.963     -8.28126
      157.415     -10.1962
      159.978     -11.9841
      162.652     -13.6359
      165.433     -15.1422
      168.316     -16.4939
      171.296     -17.6819
      174.364     -18.6978
      177.508     -19.5341
      180.716     -20.1842
      183.972     -20.6428
      187.261     -20.9058
      190.565     -20.9711
      193.865     -20.8381
      197.145     -20.5079
      200.387     -19.9834
      203.574     -19.2690
      208.054     -17.9142
      211.053     -16.7624
      213.958     -15.4451
      216.761     -13.9712
      219.458     -12.3497
      222.045     -10.5901
      224.521     -8.70168
      226.886     -6.69344
      229.141     -4.57425
      231.287     -2.35255
      233.327   -0.0363922
      235.264      2.36665
      237.101      4.84946
      238.840      7.40539
      240.486      10.0282
      242.040      12.7122
      243.505      15.4520
      244.882      18.2425
      246.173      21.0791
      247.378      23.9575
      248.497      26.8735
      249.528      29.8233
      250.469      32.8032
      251.313      35.8094
      252.056      38.8386
      252.686      41.8872
      253.192      44.9514
      253.554      48.0275
      253.748      51.1111
      253.740      54.1972
      253.481      57.2799
      252.903      60.3516
      251.907      63.4019
      250.345      66.4163
      247.988      69.3728
      244.479      72.2365
      239.243      74.9481
      231.383      77.4036
      219.445      79.4462
      203.015      80.7086
      183.642      80.9119
      165.794      79.9911
      152.401      78.2078
      143.279      75.8873
      137.204      73.2542
      133.142      70.4377
      130.413      67.5103
      128.591      64.5141
      127.407      61.4749
      126.690      58.4097
      126.323      55.3300
      126.229      52.2444
      126.354      49.1593
      126.658      46.0799
      127.113      43.0109
      127.699      39.9561
      128.402      36.9194
      129.210      33.9043
      130.116      30.9143
      131.114      27.9531
      132.201      25.0242
      133.374      22.1316
      134.634      19.2791
      135.979      16.4711
      137.412      13.7121
      138.933      11.0071
      140.545      8.36116
      142.249      5.77995
      144.911      5.97713
      146.731      3.52798
      148.654      1.16242
      150.682     -1.11217
      152.817     -3.28796
      155.061     -5.35672
      157.415     -7.30988
      159.878     -9.13856
      162.450     -10.8337
      165.127     -12.3861
      167.906     -13.7866
      170.780     -15.0265
      173.742     -16.0975
      176.781     -16.9917
      179.886     -17.7024
      183.042     -18.2242
      186.235     -18.5526
      189.448     -18.6850
      192.663     -18.6202
      195.865     -18.3589
      199.036     -17.9031
      202.160     -17.2566
      205.223     -16.4247
      207.507     -15.6706
      210.433     -14.5281
      213.268     -13.2199
      216.005     -11.7548
      218.639     -10.1416
      221.165     -8.38948
      223.583     -6.50763
      225.890     -4.50506
      228.089     -2.39051
      230.179    -0.172424
      232.163      2.14113
      234.043      4.54253
      235.820      7.02457
      237.498      9.58042
      239.077      12.2038
      240.560      14.8887
      241.948      17.6296
      243.241      20.4211
      244.439      23.2584
      245.541      26.1368
      246.544      29.0517
      247.445      31.9988
      248.237      34.9739
      248.911      37.9727
      249.457      40.9909
      249.859      44.0239
      250.096      47.0668
      250.140      50.1141
      249.952      53.1593
      249.480      56.1945
      248.651      59.2097
      247.361      62.1912
      245.463      65.1203
      242.741      67.9694
      238.880      70.6967
      233.425      73.2366
      225.768      75.4846
      211.759      77.6754
      197.563      78.5740
      182.142      78.5648
      167.991      77.6499
      156.688      76.0073
      148.342      73.8597
      142.374      71.3843
      138.145      68.6985
      135.160      65.8765
      133.070      62.9653
      131.638      59.9954
      130.699      56.9876
      130.142      53.9566
      129.885      50.9131
      129.872      47.8657
      130.062      44.8211
      130.423      41.7849
      130.933      38.7624
      131.575      35.7581
      132.337      32.7764
      133.209      29.8215
      134.186      26.8978
      135.262      24.0094
      136.436      21.1609
      137.704      18.3569
      139.067      15.6022
      140.525      12.9021
      142.079      10.2621
      143.730      7.68790
      145.315      4.12109
      147.201      1.70882
      149.191    -0.616859
      151.287     -2.84838
      153.491     -4.97773
      155.804     -6.99654
      158.227     -8.89606
      160.761     -10.6673
      163.402     -12.3010
      166.148     -13.7881
      168.994     -15.1194
      171.933     -16.2863
      174.957     -17.2806
      178.054     -18.0949
      181.211     -18.7229
      184.414     -19.1596
      187.646     -19.4012
      190.891     -19.4457
      194.132     -19.2928
      197.350     -18.9437
      200.529     -18.4015
      203.655     -17.6705
      206.697     -16.7618
      209.676     -15.6727
      212.566     -14.4153
      215.358     -12.9982
      218.048     -11.4302
      220.630     -9.72058
      223.104     -7.87845
      225.467     -5.91297
      227.721     -3.83298
      229.866     -1.64706
      231.904     0.636620
      233.837      3.01030
      235.668      5.46667
      237.400      7.99884
      239.034      10.6004
      240.572      13.2653
      242.018      15.9879
      243.371      18.7629
      244.632      21.5855
      245.801      24.4509
      246.876      27.3547
      247.855      30.2928
      248.734      33.2609
      249.506      36.2552
      250.162      39.2717
      250.691      42.3061
      251.076      45.3541
      251.294      48.4112
      251.317      51.4718
      251.101      54.5298
      250.590      57.5771
      249.703      60.6038
      248.325      63.5959
      246.284      66.5337
      243.330      69.3874
      239.081      72.1106
      232.978      74.6279
      218.286      77.7820
      204.383      79.0637
      188.039      79.4462
      172.063      78.8358
      158.957      77.3767
      149.308      75.3217
      142.513      72.8870
      137.780      70.2156
      134.487      67.3949
      132.205      64.4785
      130.650      61.5001
      129.631      58.4821
      129.017      55.4397
      128.721      52.3840
      128.677      49.3234
      128.840      46.2647
      129.178      43.2135
      129.666      40.1745
      130.286      37.1523
      131.024      34.1510
      131.872      31.1746
      132.822      28.2272
      133.869      25.3127
      135.010      22.4354
      136.244      19.5996
      137.569      16.8099
      138.987      14.0711
      140.498      11.3884
      142.103      8.76740
      143.805      6.21387
      147.707      4.78876
      149.599      2.43150
      151.597     0.166466
      153.703     -1.99841
      155.917     -4.05485
      158.241     -5.99422
      160.674     -7.80764
      163.213     -9.48609
      165.857     -11.0204
      168.599     -12.4017
      171.435     -13.6213
      174.355     -14.6710
      177.350     -15.5432
      180.407     -16.2316
      183.513     -16.7308
      186.653     -17.0367
      189.810     -17.1468
      192.969     -17.0602
      196.112     -16.7777
      199.222     -16.3016
      202.286     -15.6356
      206.110     -14.5171
      209.018     -13.4401
      211.839     -12.1945
      214.567     -10.7885
      217.194     -9.23080
      219.717     -7.53048
      222.132     -5.69659
      224.439     -3.73820
      226.637     -1.66409
      228.725     0.517120
      230.707      2.79720
      232.581      5.16833
      234.352      7.62302
      236.019      10.1543
      237.584      12.7555
      239.049      15.4203
      240.414      18.1429
      241.679      20.9177
      242.842      23.7395
      243.902      26.6030
      244.855      29.5036
      245.696      32.4363
      246.416      35.3964
      247.007      38.3792
      247.453      41.3796
      247.737      44.3923
      247.834      47.4115
      247.712      50.4303
      247.325      53.4408
      246.613      56.4330
      245.495      59.3940
      243.855      62.3066
      241.533      65.1468
      238.303      67.8797
      233.855      70.4540
      227.778      72.7923
      219.615      74.7800
      211.804      75.9611
      199.574      76.9337
      186.120      77.1125
      173.182      76.4659
      162.183      75.1019
      153.582      73.1965
      147.148      70.9140
      142.428      68.3771
      138.996      65.6694
      136.523      62.8463
      134.769      59.9452
      133.563      56.9918
      132.782      54.0044
      132.339      50.9966
      132.171      47.9786
      132.229      44.9590
      132.480      41.9446
      132.898      38.9414
      133.463      35.9549
      134.160      32.9902
      134.978      30.0519
      135.911      27.1450
      136.951      24.2741
      138.095      21.4442
      139.341      18.6602
      140.687      15.9273
      142.133      13.2512
      143.680      10.6376
      145.328      8.09271
      146.303      5.36871
      148.159      2.96436
      150.119     0.647858
      152.186     -1.57315
      154.361     -3.69059
      156.645     -5.69605
      159.039     -7.58077
      161.541     -9.33575
      164.149     -10.9519
      166.860     -12.4201
      169.669     -13.7315
      172.568     -14.8775
      175.548     -15.8502
      178.599     -16.6424
      181.707     -17.2480
      184.857     -17.6623
      188.035     -17.8818
      191.223     -17.9048
      194.404     -17.7309
      197.563     -17.3618
      200.682     -16.8003
      203.747     -16.0511
      205.322     -15.5868
      208.280     -14.5632
      211.154     -13.3684
      213.935     -12.0108
      216.617     -10.4988
      219.195     -8.84148
      221.666     -7.04800
      224.028     -5.12740
      226.280     -3.08865
      228.424    -0.940338
      230.460      1.30911
      232.389      3.65181
      234.215      6.08024
      235.937      8.58723
      237.560      11.1661
      239.083      13.8106
      240.508      16.5148
      241.836      19.2731
      243.066      22.0802
      244.197      24.9312
      245.227      27.8214
      246.153      30.7460
      246.967      33.7006
      247.663      36.6806
      248.230      39.6816
      248.653      42.6988
      248.912      45.7270
      248.981      48.7605
      248.824      51.7927
      248.393      54.8156
      247.622      57.8193
      246.420      60.7905
      244.655      63.7112
      242.142      66.5558
      238.617      69.2864
      233.706      71.8450
      226.913      74.1424
      217.438      76.0836
      205.466      77.3885
      191.458      77.9147
      177.233      77.5623
      164.758      76.3998
      154.936      74.6115
      147.641      72.3897
      142.353      69.8808
      138.553      67.1831
      135.839      64.3603
      133.924      61.4542
      132.607      58.4925
      131.748      55.4949
      131.247      52.4754
      131.034      49.4445
      131.055      46.4106
      131.274      43.3808
      131.661      40.3606
      132.197      37.3556
      132.865      34.3704
      133.654      31.4096
      134.555      28.4779
      135.562      25.5796
      136.670      22.7194
      137.878      19.9019
      139.184      17.1321
      140.587      14.4153
      142.088      11.7568
      143.688      9.16262
      145.388      6.63883
      148.694      6.06870
      150.551      3.71922
      152.517      1.46320
      154.592    -0.691360
      156.776     -2.73604
      159.069     -4.66219
      161.470     -6.46089
      163.976     -8.12312
      166.586     -9.63985
      169.292     -11.0022
      172.089     -12.2016
      174.968     -13.2300
      177.919     -14.0802
      180.930     -14.7459
      183.987     -15.2220
      187.075     -15.5046
      190.178     -15.5916
      193.280     -15.4821
      196.365     -15.1772
      199.418     -14.6791
      202.422     -13.9920
      204.693     -13.3379
      207.581     -12.3298
      210.388     -11.1498
      213.105     -9.80598
      215.726     -8.30672
      218.245     -6.66092
      220.658     -4.87758
      222.964     -2.96574
      225.161    -0.934380
      227.248      1.20786
      229.226      3.45253
      231.096      5.79156
      232.859      8.21729
      234.516      10.7223
      236.068      13.2998
      237.514      15.9432
      238.855      18.6461
      240.091      21.4027
      241.218      24.2073
      242.234      27.0544
      243.135      29.9388
      243.913      32.8550
      244.560      35.7979
      245.063      38.7619
      245.406      41.7413
      245.568      44.7299
      245.520      47.7207
      245.225      50.7054
      244.634      53.6742
      243.678      56.6149
      242.267      59.5114
      240.279      62.3424
      237.547      65.0782
      233.846      67.6769
      228.889      70.0783
      222.344      72.1964
      211.878      74.2148
      201.206      75.2539
      189.378      75.5909
      177.618      75.1771
      167.116      74.0718
      158.483      72.4066
      151.745      70.3260
      146.631      67.9510
      142.807      65.3706
      139.980      62.6475
      137.920      59.8253
      136.453      56.9348
      135.452      53.9981
      134.824      51.0317
      134.499      48.0482
      134.426      45.0577
      134.567      42.0685
      134.891      39.0878
      135.378      36.1218
      136.009      33.1763
      136.774      30.2569
      137.661      27.3688
      138.665      24.5173
      139.781      21.7078
      141.004      18.9456
      142.334      16.2365
      143.769      13.5864
      145.309      11.0014
      146.954      8.48806
      147.301      6.63540
      149.123      4.23851
      151.052      1.93066
      153.088    -0.280418
      155.233     -2.38654
      157.487     -4.37923
      159.850     -6.24969
      162.320     -7.98897
      164.895     -9.58797
      167.572     -11.0377
      170.343     -12.3294
      173.202     -13.4546
      176.140     -14.4056
      179.145     -15.1755
      182.204     -15.7585
      185.304     -16.1499
      188.427     -16.3466
      191.560     -16.3470
      194.684     -16.1511
      197.783     -15.7605
      200.843     -15.1783
      203.848     -14.4091
      206.863     -13.4312
      209.720     -12.3021
      212.490     -11.0068
      215.164     -9.55361
      217.737     -7.95135
      220.205     -6.20901
      222.565     -4.33570
      224.817     -2.34036
      226.959    -0.231796
      228.993      1.98154
      230.919      4.29149
      232.738      6.69028
      234.453      9.17056
      236.063      11.7253
      237.570      14.3480
      238.974      17.0324
      240.276      19.7725
      241.474      22.5628
      242.566      25.3979
      243.550      28.2727
      244.419      31.1820
      245.167      34.1209
      245.784      37.0843
      246.257      40.0671
      246.570      43.0636
      246.698      46.0678
      246.612      49.0728
      246.270      52.0706
      245.618      55.0512
      244.582      58.0021
      243.060      60.9066
      240.912      63.7423
      237.945      66.4770
      233.895      69.0645
      228.423      71.4369
      221.138      73.4957
      216.802      74.3504
      206.355      75.6814
      194.194      76.3280
      181.528      76.1926
      169.852      75.2970
      160.126      73.7680
      152.539      71.7668
      146.821      69.4340
      142.583      66.8736
      139.473      64.1575
      137.217      61.3346
      135.611      58.4387
      134.510      55.4936
      133.806      52.5165
      133.422      49.5207
      133.300      46.5161
      133.399      43.5114
      133.685      40.5133
      134.136      37.5281
      134.733      34.5615
      135.462      31.6186
      136.313      28.7045
      137.280      25.8243
      138.356      22.9830
      139.539      20.1856
      140.825      17.4377
      142.214      14.7446
      143.706      12.1124
      145.301      9.54707
      149.692      7.36842
      151.513      5.02625
      153.445      2.77869
      155.486     0.633896
      157.638     -1.39962
      159.898     -3.31311
      162.267     -5.09760
      164.741     -6.74407
      167.315     -8.24352
      169.985     -9.58712
      172.744     -10.7664
      175.583     -11.7736
      178.490     -12.6016
      181.455     -13.2442
      184.464     -13.6966
      187.501     -13.9552
      190.551     -14.0180
      193.598     -13.8843
      196.627     -13.5555
      199.621     -13.0339
      202.567     -12.3237
      206.120     -11.1939
      208.912     -10.0832
      211.619     -8.80483
      214.233     -7.36723
      216.747     -5.77899
      219.159     -4.04910
      221.463     -2.18657
      223.659    -0.200417
      225.745      1.90052
      227.721      4.10762
      229.586      6.41259
      231.342      8.80743
      232.989      11.2846
      234.526      13.8367
      235.953      16.4569
      237.270      19.1386
      238.475      21.8754
      239.565      24.6613
      240.536      27.4902
      241.383      30.3564
      242.097      33.2540
      242.667      36.1770
      243.079      39.1193
      243.315      42.0742
      243.350      45.0345
      243.153      47.9917
      242.682      50.9362
      241.881      53.8560
      240.678      56.7361
      238.976      59.5572
      236.648      62.2934
      233.528      64.9094
      229.405      67.3566
      224.035      69.5677
      217.181      71.4525
      211.967      72.4336
      202.562      73.5345
      192.092      74.0080
      181.427      73.7981
      171.526      72.9303
      163.030      71.4986
      156.133      69.6243
      150.725      67.4208
      146.571      64.9791
      143.426      62.3670
      141.079      59.6336
      139.362      56.8144
      138.147      53.9356
      137.336      51.0167
      136.856      48.0728
      136.652      45.1158
      136.681      42.1555
      136.912      39.2003
      137.320      36.2576
      137.886      33.3339
      138.596      30.4356
      139.439      27.5684
      140.406      24.7384
      141.493      21.9513
      142.695      19.2130
      144.009      16.5298
      145.434      13.9078
      146.968      11.3537
      148.611      8.87440
      148.312      7.92177
      150.097      5.53190
      151.992      3.23217
      153.995      1.03046
      156.108     -1.06492
      158.331     -3.04541
      160.662     -4.90218
      163.100     -6.62623
      165.642     -8.20852
      168.283     -9.64009
      171.017     -10.9123
      173.836     -12.0168
      176.732     -12.9461
      179.692     -13.6935
      182.704     -14.2533
      185.753     -14.6212
      188.825     -14.7942
      191.902     -14.7710
      194.970     -14.5517
      198.012     -14.1382
      201.013     -13.5336
      203.959     -12.7427
      205.423     -12.2736
      208.264     -11.2136
      211.021     -9.98386
      213.686     -8.59259
      216.254     -7.04834
      218.719     -5.36000
      221.078     -3.53661
      223.329     -1.58719
      225.470     0.479385
      227.502      2.65446
      229.424      4.92970
      231.238      7.29704
      232.943      9.74888
      234.541      12.2779
      236.032      14.8772
      237.415      17.5403
      238.690      20.2607
      239.855      23.0326
      240.907      25.8502
      241.842      28.7078
      242.653      31.5998
      243.331      34.5208
      243.867      37.4650
      244.243      40.4263
      244.441      43.3985
      244.434      46.3744
      244.188      49.3456
      243.656      52.3024
      242.778      55.2328
      241.474      58.1212
      239.634      60.9473
      237.113      63.6836
      233.720      66.2917
      229.208      68.7178
      223.295      70.8861
      215.717      72.6942
      207.105      73.9404
      196.436      74.6913
      185.131      74.7416
      174.312      74.0847
      164.871      72.8026
      157.173      71.0238
      151.152      68.8767
      146.553      66.4658
      143.090      63.8683
      140.516      61.1395
      138.634      58.3185
      137.297      55.4337
      136.393      52.5057
      135.839      49.5503
      135.575      46.5797
      135.552      43.6039
      135.737      40.6312
      136.102      37.6689
      136.627      34.7233
      137.296      31.8006
      138.098      28.9064
      139.025      26.0462
      140.069      23.2257
      141.226      20.4505
      142.493      17.7263
      143.869      15.0591
      145.353      12.4551
      146.943      9.92106
      150.706      8.68862
      152.487      6.35332
      154.382      4.11370
      156.388      1.97810
      158.505   -0.0448074
      160.733     -1.94618
      163.068     -3.71698
      165.507     -5.34813
      168.046     -6.83062
      170.680     -8.15570
      173.401     -9.31502
      176.199     -10.3008
      179.064     -11.1062
      181.984     -11.7252
      184.944     -12.1532
      187.931     -12.3868
      190.929     -12.4242
      193.922     -12.2651
      196.895     -11.9106
      199.832     -11.3638
      202.719     -10.6286
      204.633     -10.0288
      207.409     -8.99117
      210.105     -7.78217
      212.712     -6.40982
      215.222     -4.88261
      217.631     -3.20937
      219.935     -1.39916
      222.130     0.538948
      224.215      2.59598
      226.188      4.76310
      228.049      7.03177
      229.798      9.39371
      231.434      11.8410
      232.956      14.3660
      234.364      16.9613
      235.657      19.6200
      236.831      22.3353
      237.882      25.1006
      238.807      27.9095
      239.598      30.7554
      240.244      33.6319
      240.735      36.5324
      241.054      39.4497
      241.179      42.3763
      241.084      45.3036
      240.733      48.2219
      240.081      51.1195
      239.068      53.9822
      237.618      56.7922
      235.630      59.5264
      232.977      62.1543
      229.500      64.6354
      225.017      66.9153
      219.337      68.9220
      212.328      70.5655
      203.712      71.7740
      194.387      72.3683
      184.718      72.3388
      175.462      71.6885
      167.223      70.4807
      160.293      68.8131
      154.688      66.7880
      150.269      64.4945
      146.846      62.0034
      144.236      59.3682
      142.283      56.6288
      140.861      53.8151
      139.871      50.9499
      139.238      48.0507
      138.904      45.1317
      138.823      42.2041
      138.960      39.2778
