# ID        RA           DEC
15223       222.130     0.538948
15224       224.215      2.59598
15225       226.188      4.76310
15226       228.049      7.03177
15227       229.798      9.39371
15228       231.434      11.8410
15229       232.956      14.3660
15230       234.364      16.9613
15231       235.657      19.6200
15232       236.831      22.3353
15233       237.882      25.1006
15234       238.807      27.9095
15235       239.598      30.7554
15236       240.244      33.6319
15237       240.735      36.5324
15238       241.054      39.4497
15239       241.179      42.3763
15240       241.084      45.3036
15241       240.733      48.2219
15242       240.081      51.1195
15243       239.068      53.9822
15244       237.618      56.7922
15245       235.630      59.5264
15246       232.977      62.1543
15247       229.500      64.6354
15248       225.017      66.9153
15249       219.337      68.9220
15250       212.328      70.5655
15251       203.712      71.7740
15252       194.387      72.3683
15253       184.718      72.3388
15254       175.462      71.6885
15255       167.223      70.4807
15256       160.293      68.8131
15257       154.688      66.7880
15258       150.269      64.4945
15259       146.846      62.0034
15260       144.236      59.3682
15261       142.283      56.6288
15262       140.861      53.8151
15263       139.871      50.9499
15264       139.238      48.0507
15265       138.904      45.1317
15266       138.823      42.2041
15267       138.960      39.2778
15268       139.289      36.3613
15269       139.790      33.4620
15270       140.445      30.5871
15271       141.244      27.7432
15272       142.176      24.9368
15273       143.235      22.1742
15274       144.416      19.4621
15275       145.715      16.8069
15276       147.130      14.2155
15277       148.659      11.6948
15278       149.337      9.22845
15279       151.084      6.84518
15280       152.941      4.55307
15281       154.910      2.36018
15282       156.990     0.274963
15283       159.179     -1.69390
15284       161.478     -3.53751
15285       163.882     -5.24681
15286       166.390     -6.81276
15287       168.995     -8.22646
15288       171.692     -9.47931
15289       174.472     -10.5631
15290       177.326     -11.4706
15291       180.242     -12.1951
15292       183.207     -12.7312
15293       186.207     -13.0748
15294       189.227     -13.2231
15295       192.251     -13.1751
15296       195.263     -12.9311
15297       198.248     -12.4929
15298       201.191     -11.8641
15299       203.960     -11.0868
15300       206.782     -10.0996
15301       209.526     -8.93915
15302       212.182     -7.61331
15303       214.745     -6.13039
15304       217.207     -4.49918
15305       219.564     -2.72865
15306       221.814    -0.827896
15307       223.955      1.19412
15308       225.985      3.32857
15309       227.904      5.56688
15310       229.711      7.90077
15311       231.408      10.3223
15312       232.993      12.8238
15313       234.467      15.3981
15314       235.829      18.0381
15315       237.076      20.7373
15316       238.207      23.4891
15317       239.217      26.2873
15318       240.102      29.1258
15319       240.853      31.9985
15320       241.460      34.8990
15321       241.910      37.8211
15322       242.187      40.7577
15323       242.266      43.7016
15324       242.120      46.6442
15325       241.708      49.5759
15326       240.982      52.4848
15327       239.876      55.3563
15328       238.304      58.1721
15329       236.153      60.9075
15330       233.278      63.5302
15331       229.497      65.9956
15332       224.599      68.2435
15333       218.373      70.1938
15334       207.748      72.1628
15335       198.310      73.0068
15336       188.188      73.2191
15337       178.221      72.7759
15338       169.185      71.7258
15339       161.522      70.1670
15340       155.317      68.2115
15341       150.438      65.9597
15342       146.672      63.4915
15343       143.810      60.8669
15344       141.668      58.1300
15345       140.104      55.3132
15346       139.004      52.4409
15347       138.283      49.5316
15348       137.876      46.5997
15349       137.733      43.6570
15350       137.816      40.7132
15351       138.095      37.7767
15352       138.548      34.8549
15353       139.158      31.9547
15354       139.911      29.0826
15355       140.797      26.2447
15356       141.809      23.4471
15357       142.942      20.6960
15358       144.191      17.9977
15359       145.554      15.3586
15360       147.030      12.7854
15361       148.617      10.2850
15362       151.737      10.0301
15363       153.476      7.70127
15364       155.331      5.46909
15365       157.299      3.34213
15366       159.381      1.32925
15367       161.573    -0.560555
15368       163.873     -2.31814
15369       166.277     -3.93436
15370       168.781     -5.40020
15371       171.378     -6.70691
15372       174.060     -7.84619
15373       176.818     -8.81042
15374       179.641     -9.59280
15375       182.516     -10.1876
15376       185.430     -10.5903
15377       188.367     -10.7978
15378       191.314     -10.8085
15379       194.253     -10.6222
15380       197.170     -10.2405
15381       200.050     -9.66634
15382       202.879     -8.90399
15383       203.119     -8.83015
15384       205.878     -7.86998
15385       208.562     -6.73457
15386       211.161     -5.43157
15387       213.667     -3.96924
15388       216.074     -2.35631
15389       218.376    -0.601830
15390       220.571      1.28509
15391       222.655      3.29528
15392       224.626      5.41974
15393       226.483      7.64963
15394       228.225      9.97640
15395       229.850      12.3917
15396       231.358      14.8875
15397       232.747      17.4561
15398       234.014      20.0900
15399       235.156      22.7819
15400       236.168      25.5247
15401       237.045      28.3113
15402       237.777      31.1346
15403       238.355      33.9875
15404       238.764      36.8624
15405       238.986      39.7513
15406       238.997      42.6455
15407       238.768      45.5349
15408       238.260      48.4083
15409       237.425      51.2518
15410       236.200      54.0490
15411       234.504      56.7787
15412       232.239      59.4140
15413       229.282      61.9203
15414       225.490      64.2520
15415       220.715      66.3503
15416       214.832      68.1418
15417       204.698      69.9700
15418       196.354      70.6736
15419       187.581      70.8059
15420       178.975      70.3549
15421       171.075      69.3600
15422       164.216      67.8968
15423       158.503      66.0542
15424       153.884      63.9167
15425       150.227      61.5556
15426       147.382      59.0274
15427       145.209      56.3760
15428       143.590      53.6347
15429       142.427      50.8294
15430       141.644      47.9804
15431       141.181      45.1038
15432       140.990      42.2130
15433       141.035      39.3190
15434       141.286      36.4317
15435       141.721      33.5596
15436       142.323      30.7106
15437       143.077      27.8923
15438       143.975      25.1118
15439       145.007      22.3762
15440       146.168      19.6925
15441       147.453      17.0679
15442       148.860      14.5097
15443       150.385      12.0254
15444       152.085      8.17914
15445       153.903      5.89417
15446       155.834      3.70956
15447       157.878      1.63396
15448       160.033    -0.323860
15449       162.297     -2.15482
15450       164.668     -3.84984
15451       167.140     -5.39983
15452       169.710     -6.79591
15453       172.369     -8.02950
15454       175.110     -9.09261
15455       177.922     -9.97789
15456       180.795     -10.6790
15457       183.714     -11.1907
15458       186.665     -11.5091
15459       189.634     -11.6317
15460       192.606     -11.5575
15461       195.563     -11.2871
15462       198.491     -10.8226
15463       201.376     -10.1676
15464       205.273     -8.95635
15465       208.003     -7.86928
15466       210.650     -6.61278
15467       213.207     -5.19495
15468       215.665     -3.62441
15469       218.021     -1.91010
15470       220.271   -0.0611038
15471       222.410      1.91350
15472       224.439      4.00468
15473       226.355      6.20363
15474       228.157      8.50180
15475       229.845      10.8909
15476       231.418      13.3630
15477       232.875      15.9103
15478       234.214      18.5256
15479       235.433      21.2017
15480       236.529      23.9316
15481       237.497      26.7086
15482       238.329      29.5259
15483       239.018      32.3767
15484       239.551      35.2542
15485       239.913      38.1510
15486       240.086      41.0593
15487       240.044      43.9705
15488       239.754      46.8748
15489       239.174      49.7605
15490       238.252      52.6139
15491       236.917      55.4177
15492       235.080      58.1500
15493       232.629      60.7822
15494       229.426      63.2768
15495       225.308      65.5844
15496       220.108      67.6400
15497       213.696      69.3627
15498       208.306      70.3455
15499       199.903      71.2747
15500       190.810      71.6309
15501       181.657      71.3802
15502       173.096      70.5468
15503       165.582      69.2024
15504       159.299      67.4411
15505       154.218      65.3558
15506       150.203      63.0262
15507       147.085      60.5153
15508       144.704      57.8711
15509       142.924      55.1303
15510       141.635      52.3204
15511       140.751      49.4629
15512       140.204      46.5746
15513       139.941      43.6692
15514       139.922      40.7578
15515       140.116      37.8503
15516       140.497      34.9552
15517       141.047      32.0801
15518       141.751      29.2324
15519       142.597      26.4190
15520       143.578      23.6466
15521       144.687      20.9219
15522       145.919      18.2518
15523       147.271      15.6432
15524       148.740      13.1033
15525       150.325      10.6395
15526       152.790      11.3937
15527       154.483      9.07100
15528       156.295      6.84579
15529       158.223      4.72695
15530       160.266      2.72356
15531       162.421     0.844780
15532       164.685    -0.900063
15533       167.053     -2.50175
15534       169.521     -3.95119
15535       172.080     -5.23962
15536       174.724     -6.35877
15537       177.442     -7.30112
15538       180.222     -8.05999
15539       183.053     -8.62979
15540       185.921     -9.00622
15541       188.809     -9.18635
15542       191.705     -9.16878
15543       194.591     -8.95363
15544       197.453     -8.54260
15545       200.276     -7.93887
15546       204.316     -6.71503
15547       206.987     -5.65801
15548       209.578     -4.42896
15549       212.079     -3.03588
15550       214.483     -1.48740
15551       216.785     0.207527
15552       218.979      2.03967
15553       221.063      3.99973
15554       223.032      6.07850
15555       224.885      8.26686
15556       226.620      10.5559
15557       228.236      12.9368
15558       229.729      15.4013
15559       231.098      17.9410
15560       232.339      20.5480
15561       233.449      23.2144
15562       234.421      25.9326
15563       235.248      28.6947
15564       235.921      31.4930
15565       236.427      34.3195
15566       236.752      37.1656
15567       236.874      40.0222
15568       236.768      42.8793
15569       236.402      45.7255
15570       235.735      48.5475
15571       234.715      51.3295
15572       233.278      54.0519
15573       231.344      56.6907
15574       228.816      59.2151
15575       225.582      61.5863
15576       221.522      63.7548
15577       216.530      65.6595
15578       210.546      67.2282
15579       205.553      68.1192
15580       198.056      68.9236
15581       190.090      69.2030
15582       182.118      68.9358
15583       174.607      68.1426
15584       167.898      66.8795
15585       162.158      65.2215
15586       157.401      63.2459
15587       153.555      61.0226
15588       150.505      58.6098
15589       148.132      56.0541
15590       146.328      53.3923
15591       145.000      50.6533
15592       144.072      47.8599
15593       143.482      45.0307
15594       143.184      42.1806
15595       143.136      39.3226
15596       143.310      36.4677
15597       143.680      33.6256
15598       144.229      30.8053
15599       144.941      28.0151
15600       145.804      25.2630
15601       146.811      22.5568
15602       147.953      19.9042
15603       149.225      17.3129
15604       150.625      14.7908
15605       152.148      12.3461
15606       153.104      9.53461
15607       154.879      7.25636
15608       156.771      5.07951
15609       158.777      3.01293
15610       160.895      1.06564
15611       163.124    -0.753204
15612       165.459     -2.43439
15613       167.895     -3.96876
15614       170.428     -5.34740
15615       173.050     -6.56180
15616       175.752     -7.60399
15617       178.523     -8.46678
15618       181.352     -9.14397
15619       184.225     -9.63049
15620       187.129     -9.92263
15621       190.048     -10.0181
15622       192.967     -9.91615
15623       195.870     -9.61757
15624       198.742     -9.12470
15625       201.569     -8.44133
15626       203.734     -7.77944
15627       206.450     -6.77032
15628       209.087     -5.58760
15629       211.637     -4.23908
15630       214.093     -2.73320
15631       216.447     -1.07883
15632       218.696     0.714928
15633       220.835      2.63886
15634       222.862      4.68378
15635       224.775      6.84064
15636       226.572      9.10058
15637       228.252      11.4550
15638       229.812      13.8954
15639       231.252      16.4138
15640       232.569      19.0023
15641       233.760      21.6534
15642       234.819      24.3594
15643       235.743      27.1130
15644       236.522      29.9069
15645       237.146      32.7334
15646       237.603      35.5849
15647       237.875      38.4531
15648       237.941      41.3291
15649       237.773      44.2029
15650       237.337      47.0631
15651       236.587      49.8963
15652       235.466      52.6861
15653       233.903      55.4125
15654       231.810      58.0501
15655       229.077      60.5662
15656       225.578      62.9190
15657       221.180      65.0547
15658       215.767      66.9064
15659       209.289      68.3956
15660       201.273      69.4937
15661       193.081      69.9799
15662       184.690      69.9042
15663       176.637      69.2729
15664       169.355      68.1356
15665       163.085      66.5686
15666       157.878      64.6551
15667       153.668      62.4720
15668       150.330      60.0833
15669       147.732      57.5403
15670       145.751      54.8829
15671       144.281      52.1422
15672       143.239      49.3424
15673       142.554      46.5028
15674       142.174      43.6389
15675       142.055      40.7638
15676       142.163      37.8886
15677       142.473      35.0230
15678       142.964      32.1758
15679       143.620      29.3551
15680       144.428      26.5685
15681       145.378      23.8237
15682       146.464      21.1279
15683       147.680      18.4885
15684       149.021      15.9132
15685       150.485      13.4095
15686       155.512      10.4636
15687       157.276      8.24490
15688       159.161      6.13367
15689       161.163      4.13921
15690       163.279      2.27094
15691       165.506     0.538376
15692       167.837     -1.04912
15693       170.267     -2.48235
15694       172.789     -3.75254
15695       175.393     -4.85140
15696       178.071     -5.77146
15697       180.810     -6.50614
15698       183.597     -7.05002
15699       186.418     -7.39893
15700       189.258     -7.55019
15701       192.102     -7.50262
15702       194.935     -7.25655
15703       197.742     -6.81395
15704       200.507     -6.17821
15705       202.720     -5.52082
15706       205.378     -4.54764
15707       207.959     -3.39777
15708       210.455     -2.07893
15709       212.857    -0.599571
15710       215.158      1.03140
15711       217.352      2.80471
15712       219.435      4.71093
15713       221.403      6.74056
15714       223.253      8.88424
15715       224.982      11.1326
15716       226.588      13.4766
15717       228.067      15.9072
15718       229.416      18.4157
15719       230.631      20.9936
15720       231.707      23.6323
15721       232.638      26.3235
15722       233.414      29.0587
15723       234.026      31.8293
15724       234.460      34.6262
15725       234.697      37.4399
15726       234.717      40.2602
15727       234.491      43.0754
15728       233.985      45.8725
15729       233.157      48.6363
15730       231.953      51.3483
15731       230.308      53.9864
15732       228.144      56.5232
15733       225.371      58.9243
15734       221.894      61.1473
15735       217.620      63.1401
15736       212.486      64.8412
15737       206.496      66.1823
15738       199.543      67.1167
15739       192.303      67.5318
15740       184.938      67.4350
15741       177.843      66.8328
15742       171.345      65.7647
15743       165.644      64.2915
15744       160.811      62.4823
15745       156.821      60.4036
15746       153.597      58.1137
15747       151.046      55.6615
15748       149.070      53.0863
15749       147.585      50.4198
15750       146.518      47.6877
15751       145.806      44.9105
15752       145.402      42.1055
15753       145.264      39.2872
15754       145.362      36.4680
15755       145.669      33.6589
15756       146.165      30.8700
15757       146.835      28.1107
15758       147.666      25.3897
15759       148.648      22.7157
15760       149.773      20.0970
15761       151.035      17.5421
15762       152.429      15.0594
15763       153.952      12.6577
15764       154.145      10.9125
15765       155.874      8.64061
15766       157.722      6.47105
15767       159.687      4.41297
15768       161.767      2.47564
15769       163.958     0.668419
15770       166.256    -0.999344
15771       168.656     -2.51839
15772       171.152     -3.87975
15773       173.736     -5.07493
15774       176.398     -6.09597
15775       179.128     -6.93580
15776       181.914     -7.58832
15777       184.743     -8.04867
15778       187.599     -8.31330
15779       190.468     -8.38014
15780       193.335     -8.24867
15781       196.183     -7.91992
15782       198.999     -7.39646
15783       201.768     -6.68227
15784       204.864     -5.63757
15785       207.490     -4.53362
15786       210.034     -3.25921
15787       212.486     -1.82253
15788       214.838    -0.232346
15789       217.087      1.50221
15790       219.226      3.37183
15791       221.252      5.36716
15792       223.163      7.47884
15793       224.955      9.69774
15794       226.626      12.0148
15795       228.175      14.4212
15796       229.598      16.9084
15797       230.892      19.4680
15798       232.053      22.0918
15799       233.076      24.7717
15800       233.954      27.4997
15801       234.678      30.2677
15802       235.236      33.0672
15803       235.614      35.8896
15804       235.793      38.7255
15805       235.750      41.5648
15806       235.454      44.3961
15807       234.868      47.2062
15808       233.946      49.9794
15809       232.628      52.6971
15810       230.842      55.3360
15811       228.503      57.8673
15812       225.510      60.2545
15813       221.756      62.4520
15814       217.141      64.4034
15815       211.604      66.0423
15816       202.463      67.6613
15817       195.064      68.2672
15818       187.379      68.3519
15819       179.844      67.9094
15820       172.853      66.9712
15821       166.671      65.5968
15822       161.407      63.8586
15823       157.054      61.8283
15824       153.535      59.5696
15825       150.745      57.1357
15826       148.579      54.5693
15827       146.939      51.9045
15828       145.745      49.1683
15829       144.927      46.3825
15830       144.431      43.5647
15831       144.213      40.7297
15832       144.238      37.8903
15833       144.477      35.0573
15834       144.910      32.2407
15835       145.519      29.4496
15836       146.289      26.6926
15837       147.210      23.9779
15838       148.274      21.3136
15839       149.475      18.7078
15840       150.808      16.1687
15841       152.268      13.7044
15842       156.566      11.8801
15843       158.279      9.66763
15844       160.117      7.56353
15845       162.076      5.57749
15846       164.150      3.71923
15847       166.337      1.99850
15848       168.629     0.424866
15849       171.021    -0.992325
15850       173.505     -2.24422
15851       176.070     -3.32252
15852       178.707     -4.21974
15853       181.404     -4.92941
15854       184.147     -5.44623
15855       186.922     -5.76620
15856       189.714     -5.88686
15857       192.507     -5.80724
15858       195.287     -5.52795
15859       198.037     -5.05122
15860       200.745     -4.38069
15861       203.731     -3.39758
15862       206.302     -2.33288
15863       208.792     -1.09398
15864       211.191     0.310898
15865       213.492      1.87290
15866       215.686      3.58273
15867       217.770      5.43082
15868       219.737      7.40743
15869       221.584      9.50282
15870       223.308      11.7073
15871       224.904      14.0113
15872       226.369      16.4054
15873       227.698      18.8801
15874       228.887      21.4263
15875       229.930      24.0349
15876       230.818      26.6966
15877       231.543      29.4022
15878       232.092      32.1420
15879       232.450      34.9060
15880       232.598      37.6836
15881       232.513      40.4629
15882       232.165      43.2309
15883       231.518      45.9726
15884       230.528      48.6706
15885       229.141      51.3039
15886       227.294      53.8475
15887       224.913      56.2707
15888       221.920      58.5360
15889       218.236      60.5982
15890       213.803      62.4040
15891       208.603      63.8935
15892       200.848      65.2496
15893       194.265      65.7917
15894       187.475      65.8543
15895       180.808      65.4335
15896       174.565      64.5547
15897       168.961      63.2655
15898       164.104      61.6259
15899       160.014      59.6975
15900       156.651      57.5377
15901       153.943      55.1961
15902       151.812      52.7145
15903       150.181      50.1270
15904       148.980      47.4617
15905       148.151      44.7417
15906       147.644      41.9861
15907       147.418      39.2113
15908       147.441      36.4312
15909       147.687      33.6584
15910       148.133      30.9040
15911       148.763      28.1784
15912       149.563      25.4914
15913       150.522      22.8525
15914       151.631      20.2709
15915       152.884      17.7557
15916       154.275      15.3162
15917       155.212      12.3140
15918       156.890      10.0481
15919       158.691      7.88535
15920       160.613      5.83526
15921       162.651      3.90736
15922       164.803      2.11127
15923       167.063     0.456535
15924       169.425     -1.04746
15925       171.883     -2.39165
15926       174.428     -3.56748
15927       177.051     -4.56703
15928       179.740     -5.38329
15929       182.483     -6.01026
15930       185.266     -6.44325
15931       188.075     -6.67890
15932       190.895     -6.71537
15933       193.709     -6.55237
15934       196.504     -6.19117
15935       199.263     -5.63458
15936       203.243     -4.46530
15937       205.857     -3.44588
15938       208.393     -2.25101
15939       210.841    -0.888695
15940       213.192     0.632431
15941       215.441      2.30328
15942       217.580      4.11444
15943       219.606      6.05632
15944       221.515      8.11935
15945       223.302      10.2940
15946       224.966      12.5708
15947       226.503      14.9404
15948       227.909      17.3939
15949       229.180      19.9222
15950       230.312      22.5164
15951       231.297      25.1679
15952       232.129      27.8678
15953       232.796      30.6071
15954       233.286      33.3766
15955       233.583      36.1664
15956       233.667      38.9661
15957       233.511      41.7641
15958       233.085      44.5473
15959       232.348      47.3005
15960       231.253      50.0060
15961       229.740      52.6423
15962       227.740      55.1831
15963       225.171      57.5962
15964       221.946      59.8417
15965       217.980      61.8713
15966       213.213      63.6277
15967       207.635      65.0471
15968       203.502      65.7738
15969       196.808      66.4914
15970       189.775      66.7252
15971       182.753      66.4599
15972       176.091      65.7126
15973       170.055      64.5281
15974       164.796      62.9669
15975       160.352      61.0947
15976       156.690      58.9730
15977       153.736      56.6557
15978       151.402      54.1876
15979       149.605      51.6053
15980       148.266      48.9387
15981       147.319      46.2119
15982       146.711      43.4448
15983       146.397      40.6541
15984       146.339      37.8540
15985       146.510      35.0568
15986       146.886      32.2739
15987       147.449      29.5153
15988       148.183      26.7905
15989       149.076      24.1088
15990       150.121      21.4790
15991       151.308      18.9099
15992       152.634      16.4102
15993       154.092      13.9890
15994       157.650      13.3218
15995       159.308      11.1153
15996       161.095      9.01797
15997       163.006      7.03986
15998       165.037      5.19112
15999       167.181      3.48181
16000       169.434      1.92176
16001       171.786     0.520470
16002       174.230    -0.712997
16003       176.755     -1.77033
16004       179.352     -2.64404
16005       182.006     -3.32768
16006       184.705     -3.81608
16007       187.434     -4.10542
16008       190.177     -4.19344
16009       192.919     -4.07941
16010       195.645     -3.76427
16011       198.339     -3.25047
16012       200.986     -2.54202
16013       202.043     -2.20065
16014       204.603     -1.22800
16015       207.086   -0.0755920
16016       209.483      1.24860
16017       211.782      2.73583
16018       213.978      4.37683
16019       216.062      6.16184
16020       218.030      8.08093
16021       219.875      10.1240
16022       221.593      12.2809
16023       223.181      14.5415
16024       224.632      16.8959
16025       225.942      19.3339
16026       227.105      21.8457
16027       228.113      24.4214
16028       228.959      27.0508
16029       229.631      29.7238
16030       230.115      32.4296
16031       230.396      35.1572
16032       230.453      37.8943
16033       230.261      40.6277
16034       229.789      43.3427
16035       229.000      46.0221
16036       227.849      48.6461
16037       226.283      51.1913
16038       224.242      53.6297
16039       221.660      55.9274
16040       218.473      58.0444
16041       214.626      59.9337
16042       210.092      61.5423
16043       204.895      62.8138
16044       201.998      63.3179
16045       196.011      63.9803
16046       189.764      64.1935
16047       183.526      63.9458
16048       177.569      63.2508
16049       172.108      62.1442
16050       167.276      60.6764
16051       163.129      58.9033
16052       159.658      56.8799
16053       156.819      54.6560
16054       154.549      52.2748
16055       152.783      49.7727
16056       151.457      47.1800
16057       150.515      44.5223
16058       149.909      41.8206
16059       149.598      39.0933
16060       149.550      36.3561
16061       149.735      33.6228
16062       150.133      30.9061
16063       150.725      28.2174
16064       151.496      25.5676
16065       152.434      22.9671
16066       153.530      20.4261
16067       154.776      17.9545
16068       156.166      15.5622
16069       156.309      13.7401
16070       157.931      11.4800
16071       159.681      9.32372
16072       161.556      7.28113
16073       163.551      5.36216
16074       165.661      3.57672
16075       167.881      1.93463
16076       170.204     0.445457
16077       172.623    -0.881584
16078       175.129     -2.03786
16079       177.712     -3.01546
16080       180.360     -3.80737
16081       183.059     -4.40774
16082       185.798     -4.81197
16083       188.559     -5.01693
16084       191.329     -5.02099
16085       194.091     -4.82410
16086       196.831     -4.42785
16087       199.533     -3.83531
16088       201.583     -3.24664
16089       204.184     -2.31827
16090       206.712     -1.20924
16091       209.155    0.0727615
16092       211.505      1.51929
16093       213.754      3.12123
16094       215.894      4.86913
16095       217.920      6.75320
16096       219.827      8.76356
16097       221.611      10.8903
16098       223.268      13.1235
16099       224.793      15.4534
16100       226.183      17.8703
16101       227.431      20.3646
16102       228.533      22.9267
16103       229.480      25.5471
16104       230.264      28.2161
16105       230.874      30.9239
16106       231.295      33.6600
16107       231.509      36.4135
16108       231.494      39.1726
16109       231.224      41.9241
16110       230.666      44.6531
16111       229.777      47.3424
16112       228.511      49.9717
16113       226.808      52.5168
16114       224.602      54.9484
16115       221.823      57.2310
16116       218.398      59.3223
16117       214.270      61.1721
16118       209.417      62.7243
16119       203.875      63.9199
16120       198.349      64.6501
16121       191.917      65.0237
16122       185.396      64.9258
16123       179.086      64.3620
16124       173.244      63.3638
16125       168.040      61.9807
16126       163.553      60.2707
16127       159.786      58.2922
16128       156.696      56.0984
16129       154.216      53.7356
16130       152.273      51.2427
16131       150.798      48.6517
16132       149.730      45.9893
16133       149.013      43.2776
16134       148.605      40.5353
16135       148.468      37.7782
16136       148.572      35.0204
16137       148.893      32.2742
16138       149.411      29.5511
16139       150.111      26.8617
16140       150.979      24.2160
16141       152.005      21.6238
16142       153.182      19.0948
16143       154.502      16.6384
16144       155.961      14.2643
16145       158.772      14.7902
16146       160.368      12.5896
16147       162.099      10.4986
16148       163.959      8.52801
16149       165.942      6.68832
16150       168.042      4.99003
16151       170.252      3.44329
16152       172.563      2.05789
16153       174.966     0.843048
16154       177.451    -0.192802
16155       180.006     -1.04211
16156       182.618     -1.69848
16157       185.272     -2.15683
16158       187.954     -2.41353
16159       190.648     -2.46650
16160       193.339     -2.31534
16161       196.010     -1.96124
16162       198.645     -1.40705
16163       202.858   -0.0753250
16164       205.334     0.982948
16165       207.727      2.21925
16166       210.026      3.62498
16167       212.222      5.19091
16168       214.308      6.90715
16169       216.276      8.76347
16170       218.121      10.7495
16171       219.836      12.8545
16172       221.415      15.0679
16173       222.853      17.3790
16174       224.144      19.7771
16175       225.281      22.2514
16176       226.255      24.7911
16177       227.058      27.3851
16178       227.675      30.0223
16179       228.094      32.6906
16180       228.297      35.3776
16181       228.261      38.0696
16182       227.960      40.7518
16183       227.363      43.4073
16184       226.431      46.0169
16185       225.120      48.5582
16186       223.381      51.0051
16187       221.157      53.3267
16188       218.395      55.4867
16189       215.045      57.4429
16190       211.079      59.1477
16191       206.501      60.5499
16192       201.373      61.5988
16193       197.570      62.0935
16194       191.833      62.4505
16195       186.021      62.3689
16196       180.370      61.8528
16197       175.088      60.9271
16198       170.325      59.6329
16199       166.159      58.0195
16200       162.613      56.1385
16201       159.667      54.0390
16202       157.277      51.7650
16203       155.388      49.3546
16204       153.946      46.8405
16205       152.898      44.2502
16206       152.198      41.6073
16207       151.805      38.9317
16208       151.688      36.2411
16209       151.816      33.5510
16210       152.168      30.8753
16211       152.724      28.2268
16212       153.468      25.6177
16213       154.388      23.0593
16214       155.474      20.5628
16215       156.716      18.1392
16216       158.108      15.7990
16217       159.003      12.9378
16218       160.698      10.7876
16219       162.521      8.75213
16220       164.469      6.84161
16221       166.534      5.06639
16222       168.712      3.43658
16223       170.995      1.96207
16224       173.374     0.652199
16225       175.840    -0.484230
16226       178.382     -1.43925
16227       180.988     -2.20588
16228       183.644     -2.77833
16229       186.337     -3.15214
16230       189.052     -3.32436
16231       191.771     -3.29364
16232       194.480     -3.06019
16233       197.164     -2.62588
16234       199.807     -1.99414
16235       202.468     -1.14333
16236       204.987    -0.127380
16237       207.425      1.06745
16238       209.773      2.43289
16239       212.022      3.95993
16240       214.163      5.63903
16241       216.190      7.46021
16242       218.097      9.41328
16243       219.878      11.4879
16244       221.529      13.6738
16245       223.043      15.9604
16246       224.417      18.3376
16247       225.643      20.7948
16248       226.714      23.3219
16249       227.623      25.9084
16250       228.359      28.5436
16251       228.910      31.2165
16252       229.259      33.9157
16253       229.388      36.6289
16254       229.274      39.3426
16255       228.888      42.0420
16256       228.196      44.7102
16257       227.156      47.3277
16258       225.720      49.8716
16259       223.834      52.3151
16260       221.437      54.6258
16261       218.470      56.7656
16262       214.881      58.6902
16263       210.642      60.3494
16264       205.766      61.6896
16265       199.715      62.7388
16266       193.839      63.2454
16267       187.800      63.3068
16268       181.855      62.9198
16269       176.242      62.1044
16270       171.140      60.8996
16271       166.654      59.3553
16272       162.819      57.5254
16273       159.621      55.4619
16274       157.014      53.2113
16275       154.941      50.8143
16276       153.341      48.3051
16277       152.156      45.7126
16278       151.337      43.0613
16279       150.839      40.3716
16280       150.625      37.6615
16281       150.665      34.9465
16282       150.933      32.2405
16283       151.409      29.5561
16284       152.076      26.9053
16285       152.920      24.2990
16286       153.931      21.7481
16287       155.099      19.2631
16288       156.417      16.8543
16289       161.465      14.0921
16290       163.134      12.0073
16291       164.938      10.0438
16292       166.870      8.21277
16293       168.922      6.52514
16294       171.087      4.99152
16295       173.355      3.62202
16296       175.716      2.42613
16297       178.160      1.41248
16298       180.672     0.588669
16299       183.241   -0.0389175
16300       185.850    -0.465263
16301       188.485    -0.686905
16302       191.129    -0.702011
16303       193.766    -0.510475
16304       196.380    -0.113853
16305       198.956     0.484604
16306       201.064      1.13490
16307       203.530      2.09012
16308       205.918      3.23007
16309       208.217      4.54642
16310       210.415      6.02991
16311       212.503      7.67063
16312       214.473      9.45811
16313       216.318      11.3815
16314       218.030      13.4297
16315       219.602      15.5914
16316       221.029      17.8552
16317       222.302      20.2095
16318       223.413      22.6428
16319       224.353      25.1431
16320       225.111      27.6984
16321       225.674      30.2961
16322       226.027      32.9230
16323       226.149      35.5650
16324       226.018      38.2069
16325       225.607      40.8318
16326       224.884      43.4208
16327       223.810      45.9522
16328       222.344      48.4012
16329       220.438      50.7389
16330       218.047      52.9318
16331       215.127      54.9412
16332       211.649      56.7240
16333       207.609      58.2331
16334       203.044      59.4209
16335       198.961      60.1251
16336       193.706      60.6211
16337       188.311      60.7002
16338       182.980      60.3589
16339       177.908      59.6127
16340       173.248      58.4934
16341       169.101      57.0437
16342       165.512      55.3109
16343       162.484      53.3424
16344       159.992      51.1824
16345       157.995      48.8703
16346       156.446      46.4408
16347       155.298      43.9235
16348       154.509      41.3440
16349       154.039      38.7246
16350       153.856      36.0847
16351       153.930      33.4414
16352       154.239      30.8104
16353       154.762      28.2059
16354       155.483      25.6413
16355       156.389      23.1292
16356       157.467      20.6818
16357       158.709      18.3110
16358       160.112      14.4230
16359       161.745      12.2788
16360       163.512      10.2500
16361       165.409      8.34752
16362       167.427      6.58208
16363       169.560      4.96426
16364       171.800      3.50426
16365       174.137      2.21171
16366       176.562      1.09556
16367       179.063     0.163910
